id,name,generic_name,trade_name,synonym
20007969,Gliclazide MR Tab 60 mg [Diamicron MR],Gliclazide,Diamicron MR,"gliclazide (INN), กลัยคลาไซด์ (RDU)"
20007970,Ketamine (PFS) Inj 50 mg/mL 0.5 mL,Ketamine,Ketamine Siriaj,ketamine (INN)
20007971,Nifedipine Cap  5 mg [Nelapine],Nifedipine,Nelapine,"nifedipine (INN), ไนเฟดิปีน (RDU)"
20007972,Nifedipine Cap 10 mg [Nelapine],Nifedipine,Nelapine,"nifedipine (INN), ไนเฟดิปีน (RDU)"
20007973,Dexamethasone Inj 5 mg/mL  1 mL [Lodexa-5],Dexamethasone,Lodexa,dexamethasone (INN)
20007977,Fulvestrant IM Inj 250 mg/5mL(2 Syringe) [Faslodex],Fulvestrant,Faslodex,fulvestrant (INN)
20007978,Hydroxyethyl starch  6% 500 mL [Voluven],Hydroxyethylstarch,Voluven,
20007981,Tacrolimus Prolonged-release Cap 0.5 mg [Advagraf],Tacrolimus,Advagraf,tacrolimus (INN)
20007982,Tacrolimus Prolonged-release Cap 1 mg [Advagraf],Tacrolimus,Advagraf,tacrolimus (INN)
20007983,Fluorouracil+Salicylic Ext Soln 13 mL [Verrumal],Fluorouracil and Salicylic acid,Verrumal,
20007984,Adapalene+Benzoyl peroxide Gel 15 g [Epiduo],Adapalene and Benzoyl peroxide,Epiduo,
20007985,Fluticasone Evohaler 125 mcg 120 D [Flixotide],Fluticasone,Flixotide,fluticasone (INN)
20007986,Indacaterol Breezhaler 150 mcg 30 D [Onbrez],Indacaterol,Onbrez Breezhaler,"indacaterol (INN, USAN)"
20007987,Indacaterol Breezhaler 300 mcg 30 D [Onbrez],Indacaterol,Onbrez Breezhaler,"indacaterol (INN, USAN)"
20007989,Amiodarone Tab 200 mg [Eurythmic],Amiodarone,Eurythmic,amiodarone (INN)
20007990,Diltiazem SR Cap 120 mg [Progor],Diltiazem,Progor,"diltiazem (INN), ดิลไทอะเซ็ม (RDU)"
20007991,Dronedarone Tab 400 mg [Multaq],Dronedarone,Multaq,dronedarone (INN)
20007992,Ticagrelor Tab 90 mg [Brilinta],Ticagrelor,Brilinta,"ticagrelor (INN, USAN)"
20007993,Melatonin Prolonged-release Tab 2 mg [Circadin],Melatonin,Circadin,
20007994,Memantine Oral Drop 5 mg/pump 50 mL 100pump/Bot [Ebixa],Memantine,Ebixa,memantine (INN)
20007995,Rasagiline Tab 1 mg [Azilect],Rasagiline,Azilect,"rasagiline (INN, USAN)"
20007996,Rotigotine Patch 2mg/24 h [Neupro],Rotigotine,Neupro,"rotigotine (INN, USAN)"
20007997,Sodium Valproate Inj 400 mg/4 mL [Valproate Aguettant],sodium valproate,Valproate Aguettant,valproic acid (INN)
20007998,Agomelatine Tab 25 mg [Valdoxan],Agomelatine,Valdoxan,agomelatine (INN)
20007999,Olanzapine Tab  5 mg [Olapin],Olanzapine,Olapin,olanzapine (INN)
20008000,Olanzapine Tab 10 mg [Olapin],Olanzapine,Olapin,olanzapine (INN)
20008001,Paliperidone (PFS) Inj  75 mg 0.75 mL [Invega Sustenna],Paliperidone,Invega Sustenna,"paliperidone (INN, USAN)"
20008002,Paliperidone (PFS) Inj 100 mg 1 mL [Invega Sustenna],Paliperidone,Invega Sustenna,"paliperidone (INN, USAN)"
20008003,Paliperidone (PFS) Inj 150 mg 1.5 mL [Invega Sustenna],Paliperidone,Invega Sustenna,"paliperidone (INN, USAN)"
20008004,Lamivudine+Abacavir Tab [Kivexa 300/600],Lamivudine and Abacavir,Kivexa,
20008005,Azithromycin Susp 200 mg/5 mL 15 mL [Onzet],Azithromycin,Onzet,"azithromycin (INN), อะซิโทรมัยซิน (RDU)"
20008006,Cefixime Cap 100 mg [Sixime],Cefixime,Sixime,"cefixime (INN), เซฟิซีม (RDU)"
20008007,Chlorhexidine 2% in 70% Alc 120 mL [Chlorsep],Chlorhexidine,Chlorsep,chlorhexidine (INN)
20008009,Lamivudine Tab 150 mg [Lamivudine Mylan],Lamivudine,Lamivudine Mylan,"lamivudine (INN), 3TC"
20008010,Lamivudine+Zidovudine Tab [Zovilam 150/300],Zidovudine and Lamivudine,Zovilam,
20008011,Nevirapine Tab 200 mg [Nevirapine Mylan],Nevirapine,Nevirapine Mylan,"nevirapine (INN), NVP"
20008012,Streptomycin Inj 1 g [Strepto],Streptomycin,Strepto,streptomycin (INN)
20008014,Temsirolimus Inj 25 mg/mL 1.2 mL [Torisel],Temsirolimus,Torisel,"temsirolimus (INN, USAN)"
20008016,Sevelamer Tab 800 mg [Renvela],Sevelamer,Renvela,sevelamer (INN)
20008017,Alendronate Tab 70 mg [Alendronate Sandoz],Alendronic acid,Alendronate Sandoz,alendronic acid (INN)
20008019,Glimepiride Tab 2 mg [Diaglip],Glimepiride,Diaglip,"glimepiride (INN), กลัยเมพิไรด์ (RDU)"
20008021,Liraglutide Prefilled Pen 18 mg/3 mL [Victoza],Liraglutide,Victoza,"liraglutide (INN, USAN)"
20008022,Saxagliptin Tab 5 mg [Onglyza],Saxagliptin,Onglyza,"saxagliptin (INN, USAN)"
20008023,Aescin+Diethylamine salicylate Gel 40 g [Reparil-N Gel],Aescin and Diethylamine salicylate,Reparil,
20008025,Fat emulsion Inf 20% 250 mL [SMOFlipid],Fat emulsions,SMOFlipid,
20008028,Orphenadrine+Paracetamol Tab [Nuosic],Orphenadrine and Paracetamol,Nuosic,"MUSCOL, พาราเซตามอล+ออเฟนาดรีน (RDU)"
20008029,Tenoxicam Tab 20 mg [Seftil],Tenoxicam,Seftil,"tenoxicam (INN), ทีน็อกซิแคม (RDU)"
20008030,Timolol+Brimonidine Eye Drop 5 mL [Combigan],Timolol and Brimonidine,Combigan,
20008031,Loteprednol Eye Drop 0.5% 5 mL [Lotemax],Loteprednol,Lotemax,loteprednol (INN)
20008032,"dTPa,booster Vaccine 0.5 mL [Adacel]","DTPa (Diphtheria,Tetanus,Pertussis)",Adacel,DTPa
20008033,"Bretschneider Solution 1,000 mL [Custodiol]",Bretschneider solution,Custodiol,
20008034,Sitagliptin Tab  50 mg [Januvia],Sitagliptin,Januvia,sitagliptin (INN)
20008035,Amorolfine Nail Lacquer  5% 2.5 mL [Loceryl],Amorolfine,Loceryl,amorolfine (INN)
20008036,Cleansing Gel  75 mL [Eucerin DermoPURIFYER],Cleanser (anti-Acne preparations),Eucerin DermoPURIFYER,
20008037,Moisturizing Cream 40 mL [Atopiclair],Moisturizer,Atopiclair,
20008038,Moisturizing Lotion 120 mL [Atopiclair],Moisturizer,Atopiclair,
20008039,Epidermal growth factor Gel 150mcg/g 15g [Regen-D],"Epidermal Growth Factor (EGF), human",Regen-D,
20008040,Dabigatran Cap  75 mg [Pradaxa],Dabigatran,Pradaxa,"dabigatran (INN, USAN)"
20008041,Dabigatran Cap 110 mg [Pradaxa],Dabigatran,Pradaxa,"dabigatran (INN, USAN)"
20008042,Eltrombopag Tab 25 mg [Revolade],Eltrombopag,Revolade,eltrombopag (INN)
20008043,Lenalidomide Cap 10 mg [Revlimid],Lenalidomide,Revlimid,"lenalidomide (INN, USAN)"
20008044,Lenalidomide Cap 15 mg [Revlimid],Lenalidomide,Revlimid,"lenalidomide (INN, USAN)"
20008045,Lenalidomide Cap 25 mg [Revlimid],Lenalidomide,Revlimid,"lenalidomide (INN, USAN)"
20008046,Rivaroxaban Tab 10 mg [Xarelto],Rivaroxaban,Xarelto,"rivaroxaban (INN, USAN)"
20008047,Albendazole Tab 200 mg (2 Tab) [Vermixide],Albendazole,Vermixide,albendazole (INN)
20008048,Ampicillin Inj 1 g [Ampicillin GDH],Ampicillin,Ampicillin GDH,ampicillin (INN)
20008049,Cloxacillin Inj 1 g [Cloxalin],Cloxacillin,Cloxalin,"cloxacillin (INN), คล็อกซาซิลลิน (RDU)"
20008050,Penicillin G sodium Inj 1 MIU [Penicillin G Sodium GDH],Benzylpenicillin (Penicillin G Sodium),Penicillin G Sodium GDH,"benzylpenicillin (INN), penicillin G (USAN), PGS"
20008051,Penicillin G sodium Inj 5 MIU [Penicillin G Sodium GDH],Benzylpenicillin (Penicillin G Sodium),Penicillin G Sodium GDH,"benzylpenicillin (INN), penicillin G (USAN), PGS"
20008054,Testosterone Gel 50 mg/5 g [Androgel],Testosterone,AndroGel,testosterone (INN)
20008055,Factor VII Inj 1 mg [Novoseven],Factor VII,NovoSeven,"eptacog alfa (INN, BAN)"
20008065,Amphotericin B Inj 50 mg [Amphotericin B Asence],Amphotericin B deoxycholate,Amphotericin B Asence,amphotericin B (INN)
20008075,"BCG, strain RIMV Inj 200-3000MU [BCG Medac]",BCG (Bacillus Calmette-Guerin),BCG Medac,BCG
20008076,Cefepime Inj 1 g [Cefamax],Cefepime,Cefamax,"MAXIPIME, cefepime (INN)"
20008077,Azathioprine Tab 50 mg [Imuprin],Azathioprine,Imuprin,azathioprine (INN)
20008078,Sodium chloride (NaCl) 3% Inj 20 mL,"Sodium chloride, hypertonic",Sodium Chloride Siriraj,
20008079,Dicloxacillin Cap 500 mg [GPO Diclox],Dicloxacillin,GPO Diclox,"dicloxacillin (INN), ไดคล็อกซาซิลลิน (RDU)"
20008081,UC+SS_Lamivudine+Stavudine Tab [Lastavir 150/30],Stavudine and Lamivudine,Lastavir,
20008096,UC_Lamivudine Syr 10mg/mL 60mL [Lamivir],Lamivudine,Lamivir,"lamivudine (INN), 3TC"
20008099,UC_Didanosine (ddI) Chewable Tab 25 mg,Didanosine,Divir,"didanosine (INN), ddI"
20008103,UC_Fenofibrate Cap 100 mg [Febrate],fenofibrate (non micronised),Febrate,fenofibrate (INN)
20008105,Chloramphenicol Ear Drop 1% 10 mL [Vanafen],Chloramphenicol,Vanafen,chloramphenicol (INN)
20008106,Anthralin Cream 1% 5 g,Dithranol (Anthralin),Anthralin,"dithranol (INN), anthralin (USAN)"
20008115,UC+SS_Letrozole Tab 2.5 mg [Letrozole GPO],Letrozole,Letrozole GPO,letrozole (INN)
20008116,Metronidazole Inj 500 mg/100 mL [Medizole],Metronidazole,Medizole,"metronidazole (INN), เมโทรนิดาโซล (RDU)"
20008117,Lidocaine Inj 2%  2 mL [Lidocaine GPO Preservative FREE],Lidocaine (Lignocaine),Lidocaine GPO,"XYLOCARD, lidocaine (INN)"
20008121,Yellow fever Vaccine 0.5 mL [Stamaril],Yellow fever (live attenuated),Stamaril,
20008125,Mesalazine Slow-release Tab 500 mg [Pentasa],Mesalazine (Mesalamine),Pentasa,"mesalazine (INN, BAN), mesalamine (USAN)"
20008126,Mesalazine Enema 1 g [Pentasa],Mesalazine (Mesalamine),Pentasa,"mesalazine (INN, BAN), mesalamine (USAN)"
20008127,Poractant Intratracheal 80 mg/mL 1.5 mL [Curosurf],Poractant alfa,Curosurf,
20008128,Vildagliptin+Metformin Tab [Galvus Met 50/500],Metformin and Vildagliptin,Galvus Met,
20008129,Vildagliptin+Metformin Tab [Galvus Met 50/1000],Metformin and Vildagliptin,Galvus Met,
20008130,Olanzapine Tab  5 mg [Zyprexa Zydis],Olanzapine,Zyprexa Zydis,olanzapine (INN)
20008131,Olanzapine Tab 10 mg [Zyprexa Zydis],Olanzapine,Zyprexa Zydis,olanzapine (INN)
20008147,UC+SS_Voriconazole Tab  50 mg [Vfend],Voriconazole,Vfend,voriconazole (INN)
20008148,UC+SS_Voriconazole Tab 200 mg [Vfend],Voriconazole,Vfend,voriconazole (INN)
20008149,UC+SS_Voriconazole Inj 200 mg [Vfend],Voriconazole,Vfend,voriconazole (INN)
20008157,Phenobarbital Inj 200 mg/mL [Fenobarb],Phenobarbital (Phenobarbitone),Fenobarb,"phenobarbital (INN), phenobarbitone (BAN)"
20008165,Ustekinumab (PFS) Inj 45 mg 0.5 mL [Stelara],Ustekinumab,Stelara,"ustekinumab (INN, USAN)"
20008166,Amlodipine+Olmesartan Tab [Normetec 5/20],Olmesartan and Amlodipine,Normetec,
20008167,Amlodipine+Olmesartan Tab [Normetec 5/40],Olmesartan and Amlodipine,Normetec,
20008168,Telmisartan+Amlodipine Tab [Twynsta 40/5],Telmisartan and Amlodipine,Twynsta,
20008169,Telmisartan+Amlodipine Tab [Twynsta 80/5],Telmisartan and Amlodipine,Twynsta,
20008175,Pemirolast Eye Drop 0.1% 5 mL [Pemirox],Pemirolast,Pemirox,pemirolast (INN)
20008185,"Diphtheria Antitoxin Inj 10,000 IU [Diphtheria Vins - FREE]",Diphtheria antitoxin,Diphtheria antitoxin Vins,
20008196,UC+SS_Ribavirin Tab 200 mg [Copegus],Ribavirin,Copegus,ribavirin (INN)
20008205,Dobutamine Inj 250 mg/20 mL [Dobutamine U Square],Dobutamine,Dobutamine U Square,dobutamine (INN)
20008206,UC_Clopidogrel Tab 75 mg [Clopidogrel GPO],Clopidogrel,Clopidogrel GPO,clopidogrel (INN)
20008208,UC+SS_Bevacizumab Inj  2.5 mg/0.1 mL,Bevacizumab,Bevacizumab,bevacizumab (INN)
20008216,Sodium iodide Inj 12% 7 mL,Sodium iodide,Sodium Iodide,
20008217,UC+SS_Docetaxel Inj 20 mg [Docetaxel GPO],Docetaxel,Docetaxel GPO,docetaxel (INN)
20008218,UC+SS_Peginterferon alfa-2a (PFS) Inj 180 mcg [Pegasys],Peginterferon alfa-2a,Pegasys,"peginterferon alfa-2a (INN, USAN)"
20008219,UC+SS_Peginterferon alfa-2b Inj 100 mcg[PEG-Intron Redipen],Peginterferon alfa-2b,PEG-Intron Redipen,peginterferon alfa-2b (INN)
20008220,Beclometasone Inhaler 250 mcg 200 D [Beclocip],Beclometasone (Beclomethasone),Beclocip,beclometasone (INN)
20008225,UC+SS_Docetaxel Inj 80 mg [Docetaxel GPO],Docetaxel,Docetaxel GPO,docetaxel (INN)
20008235,UC+SS_Ribavirin Cap 200 mg [Rebetol],Ribavirin,Rebetol,ribavirin (INN)
20008245,Methoxsalen Ext Soln 0.01% 60 mL [Meladinine],Methoxsalen,Meladinine Siriraj,
20008246,Methoxsalen Ext Soln 0.03% 60 mL [Meladinine],Methoxsalen,Meladinine Siriraj,
20008247,Methoxsalen Ext Soln 0.1% 60 mL [Meladinine],Methoxsalen,Meladinine Siriraj,
20008255,3%Ephedrine + 4%Lidocaine Solution 30 mL,Lidocaine and Ephedrine,Ephedrine+Lidocaine,
20008265,Calcium carbonate Tab 1000 mg [Caltab],Calcium carbonate,Caltab,
20008285,Nitrazepam Tab 5 mg [Alodorm],Nitrazepam,Alodorm,nitrazepam (INN)
20008286,Imiglucerase Inj 400 U [Cerezyme-FREE],Imiglucerase,Cerezyme,imiglucerase (INN)
20008295,Nilotinib Cap 150 mg [Tasigna],Nilotinib,Tasigna,"nilotinib (INN, USAN)"
20008307,Bortezomib Inj 0.1 mg [Velcade],Bortezomib,Velcade,"bortezomib (INN, USAN)"
20008308,Fluticasone Nebule 0.5 mg/2 mL (5 Neb) [Flixotide],Fluticasone,Flixotide,fluticasone (INN)
20008309,Loxoprofen Tab 60 mg [Japrolox],Loxoprofen,Japrolox,"LOXONIN, loxoprofen (INN), ล็อกโซโพรเฟน (RDU)"
20008311,UC+SS_Thyrotropin alpha IM Inj 0.9 mg/mL [Thyrogen],Thyrotropin,Thyrogen,thyrotropin alfa (INN)
20008315,Dioctahedral smectite Powder 3 g [Smecta],Diosmectite,Smecta,
20008316,Prucalopride Tab 2 mg [Resolor],Prucalopride,Resolor,"prucalopride (INN, USAN)"
20008317,Ramosetron Tab 5 mcg [Irribow],Ramosetron,Irribow,ramosetron (INN)
20008318,Nicergoline Tab 30 mg [Sergoline],Nicergoline,Sergoline,nicergoline (INN)
20008319,Fosfomycin Inj 4 g [Fosmicin],Fosfomycin,Fosmicin,fosfomycin (INN)
20008320,Kanamycin Inj 1 g [Kangen],Kanamycin,Kangen,kanamycin (INN)
20008321,Sitafloxacin Tab 50 mg [Gracevit],Sitafloxacin,Gracevit,"sitafloxacin (INN), ซิตาฟล็อกซาซิน (RDU)"
20008322,Pazopanib Tab 200 mg [Votrient],Pazopanib,Votrient,pazopanib (INN)
20008323,Vinblastine Inj 10 mg [Vilban],Vinblastine,Vilban,vinblastine (INN)
20008324,Desmopressin Tab 60 mcg [Minirin Melt],Desmopressin,Minirin Melt,desmopressin (INN)
20008325,SmofKabiven Central (1600 Kcal) 1477 mL,Nutrition for parenteral (Standard),SmofKabiven,
20008326,SmofKabiven Peri (1000 Kcal) 1448 mL,Nutrition for parenteral (Standard),SmofKabiven,
20008327,Iron Polymaltose Complex Syrup 120 mL [Eurofer-Iron],Ferric hydroxide polymaltose complex,Eurofer,
20008328,Neocate Advance Powder 400 g,Amino acid-based pediatric formula,Neocate Advance,
20008329,Risedronate Tab 150 mg [Actonel],Risedronic acid,Actonel,risedronic acid (INN)
20008330,Eyelid Cleansing Foam 50 mL [OCuSOFT Lid Scrub Original],Cleanser,OCuSOFT Lid Scrub,
20008331,Eyelid Cleansing Pads (30 Pad) [OCuSOFT Lid Scrub PLUS],Cleanser,OCuSOFT Lid Scrub,
20008332,Pirenoxine Eye Drop 0.005% 5 mL [Kary Uni],Pirenoxine,Kary Uni,pirenoxine (INN)
20008333,Hepatitis B Vaccine 10 mcg/0.5 mL [Hepavax Gene TF],Hepatitis B (purified antigen),Hepavax Gene,
20008335,Calcipotriol+Betamethasone Gel 15 g [Xamiol],Calcipotriol and Betamethasone dipro.,Xamiol,
20008336,SA 2% in Beta Lotion Spray 30mL [Beprolic],Betamethasone dipro. and Salicylic acid,Beprolic,
20008339,Moisturizing Cream 50 mL [Papulex Isocorrexion],Moisturizer,Papulex,
20008341,Albendazole Tab 200 mg (2 Tab) [Zela] (ยาแทนชั่วคราว),Albendazole,Zela,albendazole (INN)
20008342,Methylphenidate ER Tab 27 mg [Concerta],Methylphenidate,Concerta,"methylphenidate (INN, USAN)"
20008344,Urea 5% in 0.02%Triamcinolone Cream 30 g,Triamcinolone and Urea,Urea in Triamcinolone,
20008346,SWI 100 mL (P),Sterile water,SWI GHP,
20008355,Epoetin alfa Inj  2000 IU [Hema-Plus],Erythropoietin alpha (Epoetin alpha),Hema-Plus,"epoetin alfa (INN, BAN, USAN)"
20008356,Epoetin alfa Inj  4000 IU [Hema-Plus],Erythropoietin alpha (Epoetin alpha),Hema-Plus,"epoetin alfa (INN, BAN, USAN)"
20008365,Puramino Nutramigen Powder 400 g,Amino acid-based infant formula,Puramino Nutramigen,NUTRAMIGEN AA
20008367,Anti-Snake Venom Green Pit Viper Inj [งูเขียวหางไหม้ - FREE],Snake venom antiserum,Green Pit Viper Antivenin,
20008371,UC_Linezolid Tab 600 mg [Zyvox],Linezolid,Zyvox,"linezolid (INN), ไลนีโซลิด (RDU)"
20008385,"UC+SS_Antithymocyte Ig,rabbit Inj 25mg/5mL [Thymoglobuline]",Anti-thymocyte globulin (rabbit),Thymoglobuline,
20008386,"UC+SS_Immunoglobulins,human (IVIG) Inj 2.5g [Gammaraas]","Intravenous Immunoglobulin, human (IVIG)",Gammaraas,IVIG
20008387,"UC+SS_Immunoglobulins,human (IVIG) Inj 5g [Gammaraas]","Intravenous Immunoglobulin, human (IVIG)",Gammaraas,IVIG
20008396,Dobutamine (PFS) Inj 2 mg/mL 30 mL,Dobutamine,Dobutamine Siriraj,dobutamine (INN)
20008397,Dobutamine (PFS) Inj 6 mg/mL 30 mL,Dobutamine,Dobutamine Siriraj,dobutamine (INN)
20008399,Dopamine (PFS) Inj 2 mg/mL 30 mL,Dopamine,Dopamine Siriraj,dopamine (INN)
20008400,Dopamine (PFS) Inj 6 mg/mL 30 mL,Dopamine,Dopamine Siriraj,dopamine (INN)
20008401,Fentanyl (PFS) Inj 10 mcg/mL 30 mL,Fentanyl,Fentanyl Siriraj,"fentanyl (INN, USAN)"
20008402,Midazolam (PFS) Inj 0.5 mg/mL 30 mL,Midazolam,Midazolam Siriraj,midazolam (INN)
20008403,Midazolam (PFS) Inj 2 mg/mL 30 mL,Midazolam,Midazolam Siriraj,midazolam (INN)
20008405,Somatropin (PFS) Inj  5 mg/1.5 mL [Norditropin Nordilet],Somatropin,Norditropin Nordilet,somatropin (INN)
20008406,Somatropin (PFS) Inj 10 mg/1.5 mL [Norditropin Nordilet],Somatropin,Norditropin Nordilet,somatropin (INN)
20008415,Amoxicillin Cap 250 mg [GPO-mox],Amoxicillin (Amoxycillin),GPO mox,"amoxicillin (INN), อะม็อกซีซิลลิน (RDU)"
20008416,Amoxicillin Cap 500 mg [GPO-mox],Amoxicillin (Amoxycillin),GPO mox,"amoxicillin (INN), อะม็อกซีซิลลิน (RDU)"
20008417,Metronidazole Tab 400 mg [Metrolex],Metronidazole,Metrolex,"metronidazole (INN), เมโทรนิดาโซล (RDU)"
20008418,Hepatitis B Vaccine 20 mcg/mL [Hepavax Gene TF],Hepatitis B (purified antigen),Hepavax Gene,
20008426,Vitamin C Tab  100 mg (20 Tab) [Ascorbic Acid],Ascorbic acid (Vitamin C),Ascorbic Acid,"ascorbic acid (INN), vitamin C"
20008428,Povidone-iodine Oph Soln 5% 2 mL,Povidone-iodine,Povidone-Iodine Siriraj (Sterlie),
20008435,Insulin glulisine Prefilled Pen 3 mL [Apidra SoloStar],Insulin glulisine,Apidra SoloStar,"insulin glulisine (INN, USAN)"
20008445,Povidone-iodine Scrub 1000 mL [Septidine],Povidone-iodine,Septidine,
20008458,Peritoneal dialysis soln 75 g/L [Extraneal HomeChoice],Peritoneal Dialysis (CAPD; Isotonic),Extraneal,CAPD
20008460,Peritoneal dialysis soln 75 g/L [Extraneal UltraBag],Peritoneal Dialysis (CAPD; Isotonic),Extraneal,CAPD
20008476,Pancreatin Cap 400 mg [Creon 40000],"Pancreatin (Lipase, Amylase, Protease)",Creon,
20008477,Mesalazine Rectal Suppo 1 g [Pentasa],Mesalazine (Mesalamine),Pentasa,"mesalazine (INN, BAN), mesalamine (USAN)"
20008478,Clopidogrel+Aspirin Tab [Coplavix 75/75],Clopidogrel and Aspirin,Coplavix,
20008479,Amlodipine+Valsartan+HCTZ Tab [Exforge HCT 5/160/12.5],"Valsartan,Amlodipine and HCTZ",Exforge HCT,
20008480,Irbesartan Tab 150 mg [Irbenox],Irbesartan,Irbenox,irbesartan (INN)
20008481,Irbesartan Tab 300 mg [Irbenox],Irbesartan,Irbenox,irbesartan (INN)
20008482,Cilostazol Powder 100 mg [Pletaal Powder 20%],Cilostazol,Pletaal,cilostazol (INN)
20008483,Trimetazidine SR Tab 35 mg [Matenol MR],Trimetazidine,Matenol MR,trimetazidine (INN)
20008484,Rivaroxaban Tab 15 mg [Xarelto],Rivaroxaban,Xarelto,"rivaroxaban (INN, USAN)"
20008485,Rivaroxaban Tab 20 mg [Xarelto],Rivaroxaban,Xarelto,"rivaroxaban (INN, USAN)"
20008488,Botulinum toxin Inj 100 Unit [Botulax],Botulinum toxin,Botulax,
20008489,Fingolimod Cap 0.5 mg [Gilenya],Fingolimod,Gilenya,fingolimod (INN)
20008490,Memantine Tab 10 mg [Neumantine],Memantine,Neumantine,memantine (INN)
20008491,Pramipexole ER Tab 0.375 mg [Sifrol ER],Pramipexole,Sifrol,pramipexole (INN)
20008492,Quetiapine Tab  25 mg [Neutapin],Quetiapine,Neutapin,quetiapine (INN)
20008493,Quetiapine Tab 100 mg [Neutapin],Quetiapine,Neutapin,quetiapine (INN)
20008494,Efavirenz+Emtricitabine+Tenofovir Tab [Atripla 600/200/300],"Efavirenz, Emtricitabine and Tenofovir",Atripla,
20008495,Eribulin Inj 1 mg/2 mL [Halaven],Eribulin,Halaven,eribulin (INN)
20008496,Tegafur+Gimeracil+Oteracil Cap 20 mg [TS-One],"Tegafur, Gimeracil and Oteracil",TS-One,
20008497,Tegafur+Gimeracil+Oteracil Cap 25 mg [TS-One],"Tegafur, Gimeracil and Oteracil",TS-One,
20008498,Methoxy PEG-epoetin beta(PFS) Inj 120mcg [Mircera],Methoxy polyethylene glycol-epoetin beta,Mircera,
20008499,Methoxy PEG-epoetin beta(PFS) Inj 150mcg [Mircera],Methoxy polyethylene glycol-epoetin beta,Mircera,
20008500,Darbepoetin alfa Inj 20 mcg/0.5mL [NESP],Darbepoetin alfa,NESP,darbepoetin alfa (INN)
20008502,Darbepoetin alfa Inj 40 mcg/0.5mL [NESP],Darbepoetin alfa,NESP,darbepoetin alfa (INN)
20008503,Sitagliptin+Metformin Tab [Janumet 50/1000],Metformin and Sitagliptin,Janumet,
20008504,Linagliptin Tab 5 mg [Trajenta],Linagliptin,Trajenta,"linagliptin (INN, USAN)"
20008509,Carboxymethylcellulose+Glycerine Eye Drop 15 mL [Optive],Carboxymethylcellulose and Glycerine,Optive,
20008510,Olopatadine Eye Drop 0.2% 2.5 mL [Pataday],Olopatadine,Pataday,olopatadine (INN)
20008511,Tafluprost Eye Drop 0.0015% 2.5 mL [Taflotan],Tafluprost,Taflotan,"tafluprost (INN, USAN)"
20008512,Fexofenadine Susp 6 mg/mL 150 mL [Telfast],Fexofenadine,Telfast,"fexofenadine (INN), เฟกโซเฟนาดีน (RDU)"
20008513,Meningococcal Vaccine [Menactra-A/C/Y/W-135],"Meningococcus (A, C, Y & W-135 comb.)",Menactra,
20008514,Apixaban Tab 2.5 mg [Eliquis],Apixaban,Eliquis,"apixaban (INN, USAN)"
20008515,Clofarabine Inj 20 mg/ 20 mL [Evoltra],Clofarabine,Evoltra,"clofarabine (INN, USAN)"
20008516,Filgrastim Inj 480 mcg/mL [Neutromax],Filgrastim,Neutromax,"filgrastim (INN), G-CSF"
20008517,Plerixafor Inj 24 mg/1.2 mL [Mozobil],Plerixafor,Mozobil,"plerixafor (INN, USAN)"
20008518,Ethinylestradiol+Etonogestrel Vag Ring [Nuvaring 0.12/0.015],Etonogestrel and Ethinylestradiol,NuvaRing,
20008519,Ethinylestradiol+Desogestrel Tab (22) [Oilezz],Desogestrel and Ethinylestradiol,Oilezz,
20008520,Follitropin alfa+Lutropin alfa Inj [Pergoveris 150/75],Follitropin alfa and Lutropin alfa,Pergoveris,
20008521,Factor VIII (recombinant) Inj 250 IU [Recombinate],Factor VIII (recombinant),Recombinate,
20008522,Factor VIII (recombinant) Inj 500 IU [Recombinate],Factor VIII (recombinant),Recombinate,
20008523,Clopidogrel Tab 300 mg [Plavix],Clopidogrel,Plavix,clopidogrel (INN)
20008524,Chloramphenicol Eye Drop 0.5% 10 mL [Chloracil],Chloramphenicol,Chloracil,chloramphenicol (INN)
20008525,Dimercaprol Inj 100 mg/2 mL [B.A.L],Dimercaprol,B.A.L.,"dimercaprol (INN), BAL"
20008535,dT Vaccine Inj (10 doses) [dT vaccine-Biofarma-Free For ER],"Tetanus toxoid, Diphtheria toxoid",dT vaccine-Biofarma,DT
20008536,Cleansing Foam 235 mL [Cetaphil DERMACONTROL],Cleanser,Cetaphil DERMACONTROL,
20008537,Moisturizing Cream 118 mL [Cetaphil DERMACONTROL],Moisturizer,Cetaphil DERMACONTROL,
20008538,Moisturizing Cream 295 mL [Cetaphil RESTORADERM],Moisturizer,Cetaphil RESTORADERM,
20008545,Ampicillin Inj  500 mg [Ampicillin GDH] (ยาแทนชั่วคราว),Ampicillin,Ampicillin GDH,ampicillin (INN)
20008565,Tranexamic acid Eye Drop 5% 5 mL,Tranexamic acid,Tranexamic acid Siriraj,tranexamic acid (INN)
20008576,Siriraj Conductor Gel 200 g,Carbopol 940 and Propyleneglycol,Siriraj Conductor,
20008581,Indian Ink in NSS (1:10) Inj 10 mL,India ink,Indian Ink in NSS,"Indian ink, endomark"
20008585,UC_Atazanavir Cap 200 mg [Reyataz],Atazanavir,Reyataz,"atazanavir (INN), ATV"
20008595,Asafoetida Tincture 30 mL [Asafoetida United Drug],Asafoetida,Asafoetida Tincture UD,มหาหิงคุ์
20008596,Ensure Powder 850 g (Vanilla Flavour),Nutrition Adult (Complete Formula),Ensure,
